129	0	122	87	158	123
130	0	133	67	167	101
131	0	140	81	161	102
132	0	71	68	109	106
133	0	99	59	131	91
134	0	94	55	135	96
135	0	157	85	183	111
136	0	126	80	163	117
137	0	100	54	151	105
138	0	148	80	173	105
139	0	131	86	156	111
140	0	116	91	141	116
141	0	161	87	185	111
142	0	122	70	158	106
143	0	146	85	170	109
144	0	80	63	126	109
145	0	176	54	202	80
146	0	117	59	157	99
147	0	131	83	165	117
148	0	93	72	120	99
149	0	152	133	178	159
150	1	102	47	152	97
151	0	107	55	159	107
152	0	89	63	135	109
153	0	131	68	160	97
154	0	97	66	142	111
155	0	120	79	156	115
156	0	144	87	167	110
157	0	109	49	131	71
158	0	108	106	138	136
159	0	112	49	164	101
160	0	110	87	135	112
161	0	173	54	200	81
162	0	147	131	174	158
163	0	53	56	97	100
164	0	103	64	148	109
165	0	120	86	143	109
166	0	120	80	157	117
167	3	134	188	182	236
168	0	81	53	127	99
169	0	126	67	164	105
170	0	134	65	171	102
171	0	142	85	165	108
172	0	89	62	134	107
173	0	138	84	163	109
174	0	131	85	156	110
175	0	134	81	173	120
176	0	98	55	144	101
177	0	84	52	104	72
178	0	162	84	187	109
179	0	131	70	158	97
180	0	68	57	111	100
181	0	135	67	171	103
182	0	132	81	155	104
183	0	109	58	155	104
184	0	92	60	132	100
185	0	106	53	134	81
186	0	124	83	146	105
187	0	158	88	181	111
188	0	114	46	160	92
189	0	69	57	112	100
190	0	68	54	111	97
191	0	80	63	126	109
192	0	156	134	180	158
193	0	106	71	134	99
194	0	138	87	162	111
195	0	122	88	145	111
196	0	113	47	160	94
197	0	120	34	155	69
198	0	70	52	115	97
199	0	142	129	168	155
200	0	95	55	131	91
201	0	141	54	178	91
202	0	152	133	177	158
203	0	136	53	173	90
204	0	114	48	137	71
205	0	142	72	167	97
206	0	140	81	161	102
207	0	56	50	102	96
208	0	63	58	104	99
209	0	142	83	168	109
210	0	138	81	159	102
211	0	109	75	134	100
212	0	126	84	147	105
213	0	141	129	168	156
214	0	81	65	127	111
215	0	127	85	151	109
216	0	91	62	136	107
217	0	69	55	113	99
218	0	132	71	159	98
219	0	120	56	143	79
220	0	110	55	150	95
221	0	87	54	132	99
222	0	140	83	165	108
223	0	127	85	152	110
224	0	70	62	111	103
225	0	148	80	173	105
226	0	71	60	114	103
227	0	96	54	143	101
228	0	70	64	113	107
229	0	80	47	125	92
230	0	96	50	148	102
231	0	77	54	117	94
232	0	82	62	128	108
233	0	131	68	168	105
234	0	167	128	194	155
235	0	111	45	135	69
236	0	105	49	145	89
237	2	93	35	132	74
238	0	145	83	169	107
239	0	154	129	180	155
240	0	153	86	178	111
241	0	99	64	144	109
242	0	5	68	48	111
243	0	10	62	61	113
244	0	15	64	63	112
245	0	152	47	180	75
246	0	70	53	114	97
247	0	71	62	113	104
248	0	73	56	113	96
249	0	131	56	169	94
250	0	109	75	148	114
251	0	75	50	121	96
252	0	70	62	112	104
253	0	67	63	113	109
254	0	73	63	116	106
255	0	76	53	123	100
256	0	134	54	171	91
257	0	107	45	131	69
258	4	95	53	114	72
259	0	94	63	140	109
260	0	122	79	157	114
261	0	129	70	166	107
262	0	115	106	144	135
263	0	95	66	140	111
264	0	117	86	139	108
265	0	85	58	129	102
266	0	3	68	46	111
267	0	111	40	141	70
268	0	59	52	105	98
269	0	96	56	142	102
270	0	148	129	174	155
271	0	157	62	179	84
272	0	132	53	171	92
273	0	108	55	148	95
274	0	166	86	191	111
275	0	120	95	145	120
276	0	178	129	206	157
277	0	137	88	161	112
278	0	161	87	185	111
279	0	100	52	153	105
280	0	122	47	145	70
281	0	92	63	138	109
282	1	92	53	111	72
283	0	3	66	51	114
284	0	89	62	127	100
285	0	71	63	109	101
286	0	110	54	151	95
287	0	113	91	135	113
288	0	117	102	146	131
289	0	5	61	55	111
290	0	110	46	135	71
291	0	54	52	98	96
292	0	151	47	177	73
293	0	152	90	174	112
294	0	116	77	151	112
295	0	144	60	169	85
296	0	134	57	170	93
297	0	148	89	171	112
298	0	155	46	182	73
299	0	129	81	165	117
300	0	96	56	143	103
301	0	65	65	111	111
302	0	107	57	144	94
303	0	76	61	122	107
304	0	142	84	166	108
305	0	117	48	139	70
306	0	137	87	161	111
307	0	126	87	149	110
308	0	107	58	145	96
309	0	76	54	121	99
310	0	85	61	123	99
311	0	114	93	139	118
312	0	142	52	180	90
313	0	76	63	121	108
314	0	102	40	137	75
315	0	77	64	118	105
316	0	126	78	161	113
317	0	140	53	169	82
318	0	112	48	150	86
319	0	61	66	106	111
320	0	89	60	135	106
321	0	130	67	164	101
322	0	65	72	94	101
323	0	133	56	170	93
324	0	139	88	162	111
325	0	116	57	155	96
326	0	143	86	167	110
327	0	53	50	96	93
328	0	51	54	96	99
329	0	112	46	136	70
330	0	70	53	112	95
331	0	131	56	169	94
332	0	136	48	158	70
333	0	136	68	173	105
334	0	73	56	114	97
335	0	121	85	157	121
336	0	116	49	162	95
337	0	97	49	143	95
338	0	90	73	116	99
339	0	146	84	170	108
340	0	116	76	151	111
341	0	121	36	154	69
342	0	96	66	141	111
343	0	123	82	145	104
344	1	111	43	140	72
345	0	163	59	187	83
346	0	144	86	169	111
347	0	114	68	140	94
348	0	69	57	112	100
349	0	159	47	185	73
350	0	141	86	165	110
351	0	149	87	174	112
352	0	106	70	132	96
353	0	160	59	183	82
354	0	114	53	135	74
355	0	137	47	159	69
356	0	107	92	132	117
357	0	96	51	120	75
358	0	129	71	167	109
359	0	175	56	202	83
360	0	151	90	176	115
361	0	74	57	117	100
362	0	131	82	167	118
363	0	137	81	159	103
364	0	76	48	121	93
365	0	123	88	145	110
366	0	6	64	53	111
367	0	113	80	138	105
368	0	144	84	169	109
369	0	76	64	115	103
370	0	70	55	113	98
371	0	146	86	180	120
372	0	110	78	139	107
373	0	84	63	129	108
374	0	152	89	176	113
375	0	75	49	120	94
376	0	127	83	149	105
377	0	119	80	154	115
378	0	92	51	137	96
379	0	117	106	146	135
380	0	89	49	131	91
381	0	76	67	119	110
382	0	102	130	130	158
383	0	133	70	160	97
384	0	79	63	125	109
385	0	163	87	187	111
386	0	137	68	175	106
387	0	158	131	183	156
388	0	72	63	110	101
389	0	121	76	155	110
390	0	114	54	150	90
391	0	146	47	172	73
392	0	90	65	133	108
393	0	114	43	138	67
394	0	115	48	137	70
395	0	132	71	158	97
396	0	104	136	131	163
397	0	59	55	104	100
398	0	126	80	162	116
399	0	109	46	134	71
400	0	131	78	156	103
401	0	79	63	125	109
402	0	113	46	158	91
403	0	89	64	134	109
404	0	138	52	177	91
405	0	104	76	130	102
406	0	120	88	158	126
407	0	72	54	111	93
408	0	143	75	167	99
409	0	122	82	145	105
410	0	142	82	164	104
411	0	74	57	116	99
412	0	122	88	144	110
413	0	68	55	111	98
414	0	129	84	154	109
415	0	130	70	167	107
416	0	130	87	154	111
417	0	126	81	149	104
418	0	155	87	181	113
419	0	141	91	163	113
420	0	138	53	177	92
421	0	77	56	118	97
422	0	90	54	136	100
423	0	118	92	146	120
424	0	94	133	123	162
425	0	137	79	159	101
426	0	65	64	107	106
427	0	96	52	115	71
428	0	141	53	178	90
429	0	125	84	160	119
430	0	128	71	164	107
431	0	126	47	149	70
432	0	132	73	160	101
433	1	120	51	150	81
434	0	68	54	111	97
435	0	90	38	131	79
436	0	144	83	167	106
437	0	129	46	152	69
438	0	115	105	145	135
439	0	66	66	108	108
440	0	128	47	150	69
441	0	130	67	167	104
442	0	48	53	86	91
443	2	106	52	132	78
444	0	144	90	167	113
445	0	100	135	126	161
446	0	154	47	179	72
447	0	137	70	164	97
448	0	76	50	121	95
449	0	159	131	187	159
450	0	156	59	182	85
451	0	93	56	134	97
452	0	143	83	167	107
453	0	142	129	169	156
454	0	129	69	168	108
455	0	161	49	186	74
456	0	89	51	144	106
457	0	130	79	166	115
458	0	128	81	165	118
459	0	111	50	157	96
460	0	118	53	153	88
461	0	103	57	139	93
462	0	140	86	162	108
463	0	127	130	154	157
464	0	120	129	146	155
465	0	67	55	110	98
466	0	140	54	178	92
467	0	89	44	112	67
468	0	126	83	152	109
469	0	109	72	137	100
470	0	97	132	125	160
471	0	101	64	146	109
472	0	67	58	109	100
473	0	158	133	185	160
474	0	143	82	164	103
475	0	51	54	97	100
476	0	146	47	172	73
477	0	92	79	131	118
478	0	103	75	131	103
479	0	177	52	205	80
480	0	101	55	147	101
481	0	83	63	129	109
482	0	97	74	124	101
483	0	175	130	201	156
484	0	54	51	97	94
485	0	76	56	119	99
486	0	92	57	129	94
487	0	128	84	163	119
488	0	72	51	115	94
489	0	147	60	171	84
490	0	103	72	130	99
491	0	90	65	136	111
492	0	170	58	194	82
493	0	132	48	156	72
494	0	154	133	181	160
495	0	80	58	121	99
496	0	126	84	151	109
497	0	85	63	130	108
498	0	122	45	145	68
499	0	142	85	166	109
500	0	84	51	128	95
501	0	93	53	141	101
502	0	97	71	125	99
503	0	148	85	170	107
504	0	69	58	110	99
505	0	10	59	60	109
506	0	52	48	96	92
507	0	145	129	171	155
508	0	145	48	170	73
509	0	99	74	128	103
510	0	112	47	135	70
511	0	112	54	149	91
512	0	97	51	118	72
513	0	115	110	144	139
514	0	141	82	180	121
515	0	72	56	110	94
516	0	102	44	157	99
517	0	121	80	157	116
518	0	104	136	132	164
519	0	130	48	153	71
520	0	154	131	180	157
521	0	54	52	99	97
522	0	118	101	147	130
523	0	89	64	134	109
524	0	133	67	169	103
525	0	105	135	134	164
526	0	81	49	125	93
527	0	127	78	162	113
528	0	129	71	157	99
529	0	109	53	149	93
530	0	127	86	151	110
531	0	99	58	139	98
532	0	155	134	180	159
533	0	132	133	171	172
534	0	148	88	171	111
535	0	111	52	141	82
536	0	152	84	179	111
537	0	105	72	133	100
538	0	163	60	188	85
539	0	103	55	122	74
540	0	116	104	147	135
541	3	114	52	162	100
542	0	120	87	142	109
543	0	54	49	99	94
544	0	78	64	116	102
545	0	116	103	149	136
546	0	136	53	176	93
547	0	103	49	141	87
548	0	142	84	166	108
549	0	69	57	115	103
550	1	98	53	117	72
551	0	90	51	142	103
552	0	75	56	128	109
553	0	79	48	123	92
554	0	144	85	166	107
555	0	128	70	153	95
556	0	122	76	157	111
557	0	136	68	174	106
558	0	93	75	120	102
559	0	96	62	141	107
560	0	117	83	144	110
561	0	137	71	166	100
562	0	121	89	143	111
563	0	157	45	183	71
564	0	164	87	188	111
565	0	159	88	182	111
566	0	132	54	169	91
567	0	141	78	164	101
568	0	121	76	157	112
569	0	133	57	170	94
570	2	75	41	116	82
571	0	136	70	163	97
572	0	141	86	165	110
573	0	156	132	182	158
574	0	132	78	155	101
575	0	121	78	157	114
576	0	53	55	98	100
577	0	142	130	168	156
578	0	121	80	156	115
579	0	91	64	136	109
580	0	137	48	158	69
581	0	110	53	153	96
582	0	121	78	158	115
583	0	130	90	152	112
584	0	90	62	135	107
585	1	76	47	111	82
586	0	51	53	96	98
587	0	58	50	102	94
588	0	65	56	111	102
589	3	94	76	116	98
590	0	98	60	144	106
591	0	153	46	180	73
592	0	111	56	150	95
593	0	72	49	117	94
594	0	108	35	144	71
595	0	129	57	165	93
596	0	65	66	111	112
597	0	102	54	123	75
598	0	153	89	175	111
599	0	157	134	182	159
600	0	133	48	156	71
601	0	75	62	121	108
602	0	139	84	165	110
603	0	137	47	160	70
604	0	131	57	167	93
605	0	124	76	161	113
606	0	103	59	138	94
607	0	86	51	105	70
608	0	131	48	153	70
609	0	108	106	138	136
610	0	96	50	147	101
611	10	1	70	39	108
612	0	73	57	119	103
613	0	109	87	134	112
614	0	117	48	164	95
615	0	97	47	140	90
616	0	97	48	120	71
617	0	128	49	149	70
618	0	125	50	153	78
619	0	159	87	184	112
620	0	100	58	146	104
621	0	105	60	150	105
622	0	86	64	132	110
623	0	146	43	173	70
624	0	158	132	184	158
625	0	147	84	171	108
626	7	95	52	114	71
627	0	97	55	143	101
628	0	91	55	132	96
629	0	124	69	151	96
630	0	142	70	180	108
631	0	138	68	175	105
632	0	110	53	151	94
633	0	96	56	133	93
634	0	89	63	134	108
635	0	127	79	165	117
636	0	135	47	160	72
637	0	83	67	121	105
638	0	50	54	95	99
639	0	126	69	154	97
640	0	127	70	163	106
641	0	122	47	144	69
642	0	116	47	161	92
643	0	114	78	153	117
644	0	96	51	115	70
645	0	132	80	157	105
646	0	146	85	170	109
647	0	143	85	167	109
648	0	138	48	163	73
649	0	84	53	138	107
650	0	82	62	128	108
651	0	133	79	169	115
652	0	69	57	111	99
653	0	110	56	152	98
654	0	137	66	174	103
655	0	149	88	173	112
656	0	114	112	145	143
657	0	87	61	132	106
658	0	146	84	170	108
659	0	134	71	162	99
660	0	122	77	156	111
661	0	165	86	190	111
662	0	109	47	133	71
663	0	91	51	138	98
664	0	72	60	118	106
665	0	107	55	145	93
666	0	113	37	148	72
667	0	77	48	121	92
668	0	153	89	178	114
669	0	80	62	126	108
670	0	110	47	132	69
671	0	96	56	132	92
672	0	131	55	170	94
673	0	72	55	114	97
674	0	141	71	166	96
675	0	124	82	149	107
676	0	81	63	126	108
677	0	151	132	175	156
678	0	110	50	156	96
679	0	104	52	130	78
680	0	121	86	144	109
681	3	87	203	111	227
682	0	42	50	80	88
683	0	95	63	141	109
684	0	139	52	179	92
685	0	94	64	138	108
686	0	120	56	156	92
687	0	164	87	189	112
688	0	84	52	130	98
689	0	140	81	163	104
690	0	69	61	111	103
691	0	81	48	125	92
692	0	105	71	134	100
693	0	7	63	55	111
694	0	121	85	145	109
695	0	81	55	121	95
696	0	52	53	97	98
697	0	81	57	122	98
698	2	112	46	156	90
699	0	133	56	169	92
700	0	163	86	188	111
701	0	131	54	171	94
702	0	136	70	174	108
703	0	96	64	141	109
704	0	176	130	203	157
705	0	60	67	107	114
706	0	112	47	134	69
707	0	75	55	116	96
708	0	68	62	119	113
709	0	98	56	144	102
710	0	77	63	123	109
711	0	108	55	146	93
712	0	84	54	131	101
713	0	70	67	113	110
714	0	102	55	149	102
715	0	164	90	187	113
716	0	83	64	123	104
717	0	74	55	115	96
718	0	131	55	171	95
719	1	187	170	206	189
720	0	130	89	170	129
721	0	131	81	152	102
722	0	164	89	188	113
723	0	136	51	162	77
724	4	99	78	130	109
725	0	80	61	126	107
726	0	131	71	169	109
727	0	174	129	200	155
728	0	137	80	159	102
729	0	128	79	165	116
730	0	102	58	123	79
731	0	155	132	181	158
732	0	130	68	168	106
733	0	104	71	133	100
734	0	71	51	113	93
735	0	132	56	170	94
736	0	128	70	154	96
737	0	81	63	126	108
738	0	54	50	97	93
739	0	59	57	104	102
740	0	117	75	151	109
741	0	79	64	124	109
742	0	94	43	146	95
743	0	138	70	165	97
744	1	70	56	110	96
745	0	49	52	88	91
746	0	165	59	190	84
747	0	130	55	167	92
748	0	132	79	167	114
749	0	124	79	161	116
750	0	60	47	105	92
751	0	76	49	121	94
752	0	104	59	139	94
753	0	55	54	101	100
754	0	81	52	128	99
755	0	67	57	109	99
756	0	92	66	137	111
757	0	70	62	112	104
758	0	114	50	154	90
759	0	69	66	114	111
760	0	51	54	96	99
761	0	115	106	145	136
762	0	83	62	129	108
763	0	137	42	171	76
764	0	69	58	110	99
765	0	128	48	151	71
766	0	137	68	174	105
767	0	83	62	129	108
768	0	85	64	129	108
769	0	110	71	139	100
770	0	111	97	135	121
771	0	146	84	169	107
772	0	52	52	96	96
773	0	132	48	154	70
774	0	137	70	174	107
775	0	164	87	188	111
776	0	164	86	187	109
777	0	59	50	105	96
778	0	69	56	112	99
779	0	126	79	162	115
780	0	152	88	177	113
781	0	70	61	112	103
782	0	133	85	159	111
783	0	130	46	154	70
784	0	113	92	135	114
785	0	131	69	169	107
786	0	84	55	131	102
787	0	124	83	147	106
788	0	127	79	162	114
789	0	132	75	167	110
790	0	80	62	126	108
791	0	131	52	171	92
792	0	83	55	129	101
793	0	87	62	133	108
794	0	93	65	139	111
795	0	93	62	129	98
796	0	117	47	141	71
797	0	51	54	95	98
798	0	162	84	187	109
799	2	113	50	159	96
800	0	146	47	172	73
801	0	123	84	145	106
802	0	141	85	166	110
803	0	99	65	144	110
804	0	55	50	98	93
805	0	116	92	141	117
806	0	110	57	145	92
807	0	122	88	144	110
808	0	57	49	101	93
809	0	85	63	130	108
810	0	2	64	50	112
811	0	69	61	111	103
812	0	75	49	120	94
813	0	85	62	132	109
814	0	77	58	118	99
815	0	121	88	144	111
816	0	49	54	95	100
817	0	129	82	165	118
818	0	116	47	138	69
819	0	108	54	148	94
820	0	75	56	116	97
821	0	131	55	169	93
822	0	114	83	136	105
823	0	132	56	170	94
824	0	120	85	140	105
825	0	85	64	131	110
826	0	96	55	143	102
827	0	119	56	156	93
828	0	105	86	131	112
829	0	116	47	139	70
830	0	69	60	111	102
831	0	133	80	172	119
832	0	138	83	164	109
833	0	128	85	149	106
834	0	78	50	122	94
835	0	120	88	142	110
836	0	167	88	191	112
837	0	70	62	111	103
838	0	51	52	96	97
839	0	92	54	134	96
840	0	105	48	140	83
841	0	118	82	142	106
842	0	101	71	129	99
843	0	86	53	132	99
844	0	109	47	133	71
845	0	92	62	139	109
846	0	83	63	128	108
847	0	136	84	171	119
848	0	83	50	127	94
849	0	168	56	191	79
850	0	99	64	146	111
851	0	113	46	136	69
852	0	123	77	158	112
853	0	128	79	164	115
854	0	102	135	128	161
855	0	114	47	137	70
856	0	130	48	152	70
857	0	67	55	109	97
858	0	126	80	159	113
859	0	70	60	112	102
860	0	82	62	127	107
861	0	132	81	155	104
862	0	72	65	118	111
863	0	73	42	125	94
864	0	117	87	140	110
865	0	129	85	154	110
866	0	161	84	187	110
867	0	138	85	161	108
868	0	103	54	144	95
869	0	108	94	136	122
870	0	141	86	166	111
871	0	51	57	96	102
872	0	70	57	112	99
873	0	163	86	187	110
874	0	118	45	142	69
875	0	135	70	171	106
876	0	164	87	188	111
877	0	115	55	156	96
878	0	150	135	176	161
879	0	160	88	183	111
880	0	110	54	150	94
881	0	77	55	114	92
882	0	103	54	124	75
883	0	79	62	125	108
884	0	83	55	130	102
885	0	83	64	127	108
886	0	105	51	143	89
887	0	102	45	126	69
888	0	100	59	137	96
889	0	75	64	121	110
890	0	71	53	114	96
891	0	126	68	152	94
892	0	130	85	155	110
893	0	138	47	161	70
894	0	140	73	163	96
895	0	71	55	113	97
896	0	130	71	167	108
897	0	62	52	107	97
898	0	95	64	140	109
899	0	87	63	133	109
900	0	117	134	143	160
901	0	116	105	144	133
902	3	91	56	129	94
903	0	128	88	153	113
904	0	172	60	195	83
905	0	52	52	97	97
906	0	58	51	103	96
907	0	80	63	125	108
908	0	144	86	167	109
909	0	110	53	151	94
910	0	73	54	116	97
911	0	153	130	180	157
912	0	137	128	165	156
913	0	93	74	119	100
914	0	67	66	110	109
915	0	117	76	154	113
916	0	133	69	159	95
917	0	137	69	173	105
918	1	78	48	99	69
919	0	149	89	173	113
920	0	139	54	176	91
921	0	78	50	122	94
922	0	137	129	163	155
923	0	145	85	168	108
924	0	139	87	163	111
925	0	97	65	143	111
926	0	134	48	156	70
927	0	108	47	148	87
928	0	76	66	120	110
929	0	47	53	92	98
930	0	54	53	100	99
931	0	133	49	156	72
932	0	70	52	113	95
933	0	145	82	170	107
934	0	63	54	109	100
935	0	6	61	57	112
936	0	136	69	173	106
937	0	122	47	144	69
938	0	94	44	134	84
939	0	95	52	147	104
940	0	155	86	180	111
941	0	140	70	167	97
942	0	148	86	172	110
943	0	76	49	121	94
944	0	161	90	185	114
945	0	84	63	130	109
946	0	90	61	127	98
947	0	96	45	143	92
948	0	110	46	134	70
949	0	74	49	119	94
950	0	127	80	164	117
951	0	155	87	178	110
952	0	133	63	172	102
953	0	135	78	158	101
954	0	130	53	171	94
955	0	140	53	180	93
956	0	68	56	110	98
957	0	113	47	140	74
958	0	108	44	132	68
959	0	80	88	100	108
960	0	70	63	112	105
961	0	141	74	177	110
962	0	142	131	167	156
963	0	88	70	131	113
964	1	79	51	101	73
965	0	117	50	162	95
966	0	151	87	175	111
967	0	123	77	158	112
968	0	126	80	162	116
969	5	90	36	128	74
970	0	115	44	140	69
971	0	126	70	153	97
972	0	68	57	110	99
973	0	130	48	151	69
974	0	107	44	132	69
975	0	145	85	169	109
976	0	84	55	121	92
977	0	119	104	149	134
978	0	84	63	130	109
979	0	143	69	181	107
980	0	82	61	128	107
981	0	99	51	146	98
982	0	53	53	98	98
983	0	145	83	169	107
984	0	129	49	157	77
985	0	153	130	180	157
986	0	169	86	192	109
987	0	83	63	128	108
988	0	119	87	155	123
989	0	112	55	155	98
990	0	131	77	170	116
991	0	116	78	146	108
992	0	132	48	155	71
993	0	78	49	123	94
994	3	87	51	133	97
995	0	152	88	176	112
996	0	110	47	133	70
997	0	124	70	151	97
998	0	123	84	144	105
999	0	125	70	151	96
1000	0	89	66	135	112
1001	0	145	87	169	111
1002	1	120	44	141	65
1003	0	107	46	131	70
1004	0	93	60	139	106
1005	0	130	55	170	95
1006	0	73	65	118	110
1007	0	111	55	171	115
1008	0	122	78	157	113
1009	0	110	46	134	70
1010	0	121	83	158	120
1011	0	109	50	154	95
1012	0	88	65	135	112
1013	0	71	54	112	95
1014	0	129	84	154	109
1015	0	53	49	98	94
1016	0	74	53	121	100
1017	0	137	63	172	98
1018	0	104	45	127	68
1019	0	158	134	185	161
1020	0	163	88	186	111
1021	0	90	63	136	109
1022	0	70	61	112	103
1023	0	106	67	143	104
1024	0	49	51	96	98
1025	0	122	46	145	69
1026	0	69	56	110	97
1027	0	57	54	102	99
1028	0	102	60	137	95
1029	0	140	81	159	100
1030	0	145	84	170	109
1031	0	157	46	183	72
1032	0	64	63	110	109
1033	0	97	51	125	79
1034	0	60	53	109	102
1035	11	217	136	236	155
1036	0	137	81	159	103
1037	0	176	130	201	155
1038	0	86	63	131	108
1039	0	105	47	165	107
1040	0	95	56	133	94
1041	0	98	134	127	163
1042	0	65	57	107	99
1043	0	70	60	113	103
1044	0	92	74	118	100
1045	0	137	47	159	69
1046	0	77	63	123	109
1047	1	81	199	104	222
1048	0	4	68	50	114
1049	0	6	64	53	111
1050	0	70	63	114	107
1051	0	47	54	86	93
1052	0	52	50	96	94
1053	0	134	52	171	89
1054	0	119	83	142	106
1055	0	140	53	180	93
1056	0	172	55	198	81
1057	0	138	69	174	105
1058	0	154	47	183	76
1059	0	47	52	93	98
1060	0	118	36	153	71
1061	0	75	57	117	99
1062	0	141	46	167	72
1063	0	137	73	160	96
1064	0	130	91	153	114
1065	0	123	79	159	115
1066	0	141	82	163	104
1067	0	113	47	160	94
1068	0	122	79	158	115
1069	0	116	76	155	115
1070	0	92	66	137	111
1071	0	57	57	103	103
1072	0	130	70	165	105
1073	0	140	70	168	98
1074	0	156	58	184	86
1075	0	107	55	146	94
1076	0	74	65	121	112
1077	0	126	84	147	105
1078	0	131	69	168	106
1079	0	84	49	136	101
1080	0	114	78	150	114
1081	0	112	54	152	94
1082	0	86	55	132	101
1083	0	162	86	187	111
1084	0	138	80	163	105
1085	0	69	59	111	101
1086	0	111	55	148	92
1087	0	80	52	125	97
1088	0	180	129	207	156
1089	0	9	65	58	114
1090	0	146	84	169	107
1091	0	137	66	174	103
1092	0	144	129	172	157
1093	0	126	85	152	111
1094	0	135	72	163	100
1095	0	110	75	146	111
1096	0	140	81	162	103
1097	0	124	84	147	107
1098	0	109	40	145	76
1099	0	74	54	111	91
1100	0	96	58	142	104
1101	0	75	66	120	111
1102	0	35	134	124	223
1103	0	115	47	139	71
1104	0	84	57	132	105
1105	0	71	54	114	97
1106	0	116	80	151	115
1107	0	116	49	162	95
1108	0	69	58	107	96
1109	0	122	88	144	110
1110	0	160	88	184	112
1111	0	104	55	142	93
1112	0	158	60	183	85
1113	0	144	78	167	101
1114	0	107	45	130	68
1115	0	67	64	109	106
1116	0	70	59	120	109
1117	0	91	60	131	100
1118	0	96	43	136	83
1119	0	118	76	154	112
1120	0	131	49	152	70
1121	0	70	62	113	105
1122	0	86	65	133	112
1123	3	92	51	122	81
1124	0	68	60	110	102
1125	0	146	85	168	107
1126	0	93	48	128	83
1127	0	92	72	122	102
1128	0	68	57	110	99
1129	0	136	78	156	98
1130	0	129	67	168	106
1131	0	130	77	154	101
1132	0	137	70	173	106
1133	0	117	72	143	98
1134	0	157	58	183	84
1135	0	129	85	154	110
1136	0	6	64	53	111
1137	0	134	86	160	112
1138	0	128	71	164	107
1139	0	90	52	145	107
1140	0	148	91	171	114
1141	0	92	64	136	108
1142	0	136	67	173	104
1143	0	139	87	162	110
1144	0	116	47	140	71
1145	0	118	79	155	116
1146	0	146	84	169	107
1147	0	112	57	153	98
1148	0	132	80	154	102
1149	0	114	53	153	92
1150	0	135	70	172	107
1151	0	161	86	185	110
1152	0	89	63	136	110
1153	0	96	53	142	99
